Description,trans_date,Quantity,day_of_week,month
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-18,15,3,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-19,6,4,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-21,14,6,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-22,420,0,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-23,121,1,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-24,58,2,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-25,106,3,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-26,24,4,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-28,42,6,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-30,47,1,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-08-31,36,2,8
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-01,112,3,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-02,158,4,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-04,16,6,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-05,94,0,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-06,184,1,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-07,12,2,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-08,20,3,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-09,29,4,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-11,89,6,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-12,116,0,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-13,131,1,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-14,85,2,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-15,143,3,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-16,100,4,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-18,81,6,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-19,42,0,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-20,398,1,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-21,6,2,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-22,55,3,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-23,126,4,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-25,69,6,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-26,44,0,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-27,17,1,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-28,124,2,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-29,78,3,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-09-30,111,4,9
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-02,21,6,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-03,22,0,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-04,18,1,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-05,48,2,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-06,12,3,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-07,32,4,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-09,26,6,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-10,123,0,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-11,42,1,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-12,22,2,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-13,243,3,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-14,184,4,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-16,55,6,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-17,68,0,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-18,19,1,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-19,38,2,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-20,26,3,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-21,13,4,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-23,63,6,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-24,69,0,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-25,15,1,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-26,17,2,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-27,116,3,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-28,84,4,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-30,128,6,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-10-31,142,0,10
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-01,39,1,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-02,78,2,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-03,1263,3,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-04,85,4,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-06,86,6,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-07,95,0,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-08,96,1,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-09,113,2,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-10,71,3,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-11,133,4,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-13,65,6,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-14,375,0,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-15,453,1,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-16,146,2,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-17,101,3,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-18,124,4,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-20,100,6,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-21,33,0,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-22,250,1,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-23,247,2,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-24,128,3,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-25,217,4,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-27,8,6,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-28,132,0,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-29,110,1,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-11-30,311,2,11
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-01,40,3,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-02,116,4,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-04,8,6,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-05,295,0,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-06,39,1,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-07,200,2,12
WHITE HANGING HEART T-LIGHT HOLDER,2011-12-08,47,3,12
